"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"34",6,42,2014,0.954638157894737,0.9785,0.489866447604925,0.0134344150414331,0.7912,0.169642857142857,0.00943396226415094,0.201759708737864,0.0178739416745061,0.516385321459822,0.0182187377925167,0.7919,0.218487394957983,0.012909632571996,0.201194211112236,0.0243788091889358
"35",3,32,1779,0.994205209994684,0.99,0.450065811615041,0.00964126895262904,0.8129,0.0740740740740741,0.00449690837549185,0.179033562474727,0.00847906730259671,0.497669749004753,0.0254019654288252,0.814,0.159663865546218,0.0106801573917931,0.178119623519887,0.0200210748155954
"36",3,35,2001,0.987318713450292,0.9835,0.493785938866013,0.0132734721171341,0.7929,0.181818181818182,0.00999500249875063,0.200303336703741,0.0189483657034581,0.527016879011498,0.022629548943264,0.7938,0.243697478991597,0.0144927536231884,0.199574941807509,0.0273584905660377
"37",5,38,2061,0.993775021970511,0.9895,0.482124505727844,0.0178763634611896,0.7863,0.154545454545455,0.00824842309558467,0.206673407482305,0.015660985720866,0.51795739042505,0.0290923601558906,0.7872,0.218487394957983,0.0126152353226589,0.205950814694869,0.0238532110091743
"38",4,33,1932,0.904336734693878,0.977,0.459489337489097,0.00659443452633313,0.798,0.107142857142857,0.0062111801242236,0.194174757281553,0.0117416829745597,0.488688927650809,0.015759421487849,0.7987,0.159663865546218,0.0098343685300207,0.193603886246331,0.0185275475377864
"39",5,36,2011,0.912207792207792,0.98,0.473604928748909,0.00793170020484202,0.7906,0.139130434782609,0.00795624067628046,0.201820940819423,0.0150517403574788,0.489356110828098,0.0115079763636456,0.791,0.168067226890756,0.00994530084535057,0.201497824106872,0.0187793427230047
"40",4,38,1958,0.986346548188653,0.981,0.499851635711794,0.0140969621562486,0.7971,0.185840707964602,0.0107252298263534,0.195913826236472,0.0202800579430227,0.524177204532254,0.0233786068092201,0.7977,0.226890756302521,0.0137895812053115,0.195425564214148,0.025999037072701
"41",4,37,2000,0.993050159716826,0.993,0.46110414366156,0.0067117521969205,0.7914,0.116071428571429,0.0065,0.200950647249191,0.0123106060606061,0.48840615084208,0.0111689405916962,0.7921,0.168067226890756,0.01,0.200384576459872,0.0188768286927796
"42",3,37,2130,0.992401837928154,0.9895,0.47548777738186,0.0123015172560061,0.7794,0.166666666666667,0.00892018779342723,0.213534290916447,0.0169340463458111,0.495015048828964,0.0203617834736154,0.7799,0.201680672268908,0.0112676056338028,0.213136322234592,0.0213428190306803
"43",3,36,2282,0.939534176349966,0.981,0.472951414464955,0.0117688737169187,0.7647,0.161904761904762,0.00744960560911481,0.228903486609399,0.0142438206954336,0.51752365757557,0.0220449170175192,0.7661,0.260504201680672,0.0135845749342682,0.227810950308673,0.0258225739275302
"44",3,33,1813,0.995330766463143,0.9925,0.490287358363396,0.0131128463006883,0.8108,0.144144144144144,0.00882515168229454,0.181717059358884,0.0166320166320166,0.521881397027993,0.0192682963080322,0.8116,0.201680672268908,0.0132377275234418,0.181054549134703,0.0248447204968944
"45",2,35,1996,0.922626262626263,0.9855,0.476654621396712,0.0121440979662996,0.7926,0.145454545454545,0.00801603206412826,0.200202224469161,0.0151946818613485,0.512672653313931,0.0219636131178933,0.7935,0.210084033613445,0.0125250501002004,0.199473737475964,0.0236406619385343
"46",2,30,1801,0.928136363636364,0.9825,0.490953427603227,0.00892132788384892,0.8122,0.15929203539823,0.00999444752915047,0.180337817335896,0.0188087774294671,0.513421480321711,0.0132556359072886,0.8128,0.201680672268908,0.0133259300388673,0.179840097156158,0.025
