,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S11,7.38175944896445,3.64772252277166,4.29641210367276,5.37988105257612,1.19297036600077,6.5405254060323,5.56614514089837,0.759973728090911,4.17149918497018,2.88426340007856,4.44204494021782,1.87868681367684,4.56239549945686,2.72401577462163,2.13300872946314,3.395220748023,9.9757722916876,1.23388000984369,5.63016596378638,3.66828425607716
S12,4.04761422232727,2.60220044432769,3.95167699538069,3.79464009170936,1.19936727655738,2.2657045730194,1.26146962359689,1.49987957496015,3.53198546705729,0.247591973852358,4.44653747823252,1.15188745421083,4.91250827164279,4.62589763809379,4.26248223994966,3.37810377275082,5.82793241103541,0.506331559422187,3.43171523524546,5.58494891915685
S13,8.60555633829549,4.22428912905817,3.95265329030468,4.95311351852698,0.643973269379925,6.57611298562378,5.86479857990553,1.19315991896235,4.42099194366194,3.04140890650714,4.90423163534234,3.14747537741714,5.42118218221545,2.63266745620002,1.78228903214637,3.57466988788526,9.91848431649323,0.81983396132617,6.00774290833336,3.45333342468801
S14,9.09874414679118,3.34202564725482,3.78172577960593,5.45279651944681,0.923144881769239,5.62199038565374,6.66170883741852,0.518804205522458,5.8589887072706,1.7853677477739,6.74303726597353,2.10064956555069,5.08911296838122,4.35374447684023,2.06189600087391,2.85098784215854,9.570870928251,0.724482157187207,6.50086646963898,2.15481023257884
S15,9.2002404927219,3.7024259959843,3.48417552365532,5.73453164976588,0.707199991300275,5.42190304783989,6.4619516294943,0.810441741729132,6.27674328645249,1.88643915107649,7.23206914562662,2.16608569346847,4.66110583965826,4.35382242983337,1.93374697562217,3.16679634652743,9.75393595093893,0.642151870464144,5.79917174067316,2.11181511290476
S16,3.71765096077899,3.50748344372911,3.76169705424111,5.45825714748757,1.71783079649471,2.15426494970751,2.93098990150681,2.78529803905523,1.89808422920195,0.0535927217513088,3.97840332274585,1.78950631981852,4.53649993714397,4.08139920222547,2.79995307006297,2.88674742782423,4.80259128234923,1.0311603000358,1.60593707482914,5.96018328666416
S17,3.28235076947581,1.07451249592878,3.93501439129312,2.96028521800013,3.609081289309,0.399596791418975,3.09899686054843,4.68369062481448,6.02803281158483,2.64291709674427,1.45294522822178,2.03180970945681,4.21910863811374,3.72293966796105,3.34835540910034,2.85726331806444,3.53351125348247,0.582152774681268,4.39712183110619,4.22400475081091
S18,2.47050755274673,2.1596491021777,3.92186133950491,3.04074169413032,2.04054421529228,0.275720340325531,3.16311994494638,4.71050852901136,4.71271880408964,0.648893529521068,3.71565080333458,2.6598647246027,5.13635088294544,3.99440641305017,5.15316146605143,3.20439879521457,3.83660668075793,0.738384588022248,4.57034818064084,5.00136020737224
S19,3.68989726543531,4.50445560101232,2.51747708089118,4.48248824973038,0.660199429165713,5.53177919333583,3.83314692894062,2.49022684119927,5.22754217092995,0.00374136810510463,6.66847426927186,2.41904562177952,6.00000539796739,4.2592813083308,5.17537341562565,3.5020191074382,8.88080521648845,0.889060924843265,6.6128977611086,2.44025450233171
S20,6.35349135256774,4.74195947377196,2.20815422609118,6.58224413364548,1.5146068725887,4.96788850065901,4.87588570771402,1.12363710962346,5.90402505787801,1.2130011235015,7.4906660670874,1.38776266190783,3.92759436881375,5.40217075991155,3.36789358300501,3.26105108820009,9.76142029822742,1.24331025097568,6.57883830209619,2.82727064285224
