"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"19",0.9765,0.016,0.0175438596491228,0.0113417721518987,0.0167364016736402,0.9765,0.016,0.0175438596491228,0.0113417721518987,0.0167364016736402
"20",0.9743,0,0,0.0133670886075949,0,0.9743,0,0,0.0133670886075949,0
"21",0.9682,0.0487804878048781,0.0289855072463768,0.0203503087982181,0.0363636363636364,0.9684,0.064,0.0386473429951691,0.0201518987341772,0.0481927710843374
"22",0.9744,0,0,0.0132658227848101,0,0.9744,0,0,0.0132658227848101,0
"23",0.9744,0,0,0.0132658227848101,0,0.9744,0,0,0.0132658227848101,0
"24",0.9751,0,0,0.0125569620253165,0,0.9751,0,0,0.0125569620253165,0
"25",0.9711,0.008,0.00602409638554217,0.0167088607594937,0.00687285223367698,0.9711,0.008,0.00602409638554217,0.0167088607594937,0.00687285223367698
"26",0.9734,0.008,0.00699300699300699,0.014379746835443,0.00746268656716418,0.9734,0.008,0.00699300699300699,0.014379746835443,0.00746268656716418
"27",0.9717,0,0,0.016,0,0.9717,0,0,0.016,0
"28",0.974,0.008,0.0072992700729927,0.0137721518987342,0.00763358778625954,0.974,0.008,0.0072992700729927,0.0137721518987342,0.00763358778625954
"29",0.9754,0,0,0.012253164556962,0,0.9754,0,0,0.012253164556962,0
"30",0.9763,0.008,0.0087719298245614,0.0114430379746835,0.00836820083682008,0.9763,0.008,0.0087719298245614,0.0114430379746835,0.00836820083682008
"31",0.9723,0.008,0.00649350649350649,0.0154936708860759,0.00716845878136201,0.9723,0.008,0.00649350649350649,0.0154936708860759,0.00716845878136201
"32",0.9743,0,0,0.0133670886075949,0,0.9743,0,0,0.0133670886075949,0
"33",0.9713,0,0,0.0164050632911392,0,0.9713,0,0,0.0164050632911392,0
"34",0.9741,0.008,0.00735294117647059,0.0136708860759494,0.00766283524904215,0.9741,0.008,0.00735294117647059,0.0136708860759494,0.00766283524904215
"35",0.9756,0,0,0.0120506329113924,0,0.9756,0,0,0.0120506329113924,0
"36",0.9752,0.0161290322580645,0.015625,0.0127582017010936,0.0158730158730159,0.9753,0.024,0.0234375,0.0126582278481013,0.0237154150197628
"37",0.9729,0,0,0.0147848101265823,0,0.9729,0,0,0.0147848101265823,0
"38",0.975,0,0,0.0126582278481013,0,0.975,0,0,0.0126582278481013,0
"39",0.9769,0.032258064516129,0.0347826086956522,0.0112393681652491,0.0334728033472803,0.977,0.04,0.0434782608695652,0.0111392405063291,0.0416666666666667
"40",0.9699,0.0163934426229508,0.0109289617486339,0.0183235472767767,0.0131147540983607,0.9702,0.04,0.0273224043715847,0.0180253164556962,0.0324675324675325
"41",0.9715,0,0,0.0162025316455696,0,0.9715,0,0,0.0162025316455696,0
"42",0.9721,0.00806451612903226,0.00636942675159236,0.0157958687727825,0.00711743772241993,0.9722,0.016,0.0127388535031847,0.0156962025316456,0.0141843971631206
"43",0.9751,0.016,0.015625,0.0127594936708861,0.0158102766798419,0.9751,0.016,0.015625,0.0127594936708861,0.0158102766798419
"44",0.9752,0.008,0.008,0.0125569620253165,0.008,0.9752,0.008,0.008,0.0125569620253165,0.008
"45",0.9742,0,0,0.0135682462535439,0,0.9743,0.008,0.00746268656716418,0.0134683544303797,0.00772200772200772
"46",0.9714,0.0241935483870968,0.0178571428571429,0.0167071688942892,0.0205479452054795,0.9715,0.032,0.0238095238095238,0.0166075949367089,0.0273037542662116
