"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"11",4,20,489,0.945373638177075,0.983,0.489902903981431,0.0253371612311506,0.79,0.166666666666667,0.0184049079754601,0.196238757154538,0.0331491712707182,0.55119545370346,0.0447599599275712,0.7932,0.274193548387097,0.0347648261758691,0.193601312551272,0.0617059891107078
"12",3,23,576,0.989739229024943,0.991,0.527150886512125,0.0324248761525561,0.7592,0.259259259259259,0.0243055555555556,0.229762878168438,0.0444444444444444,0.583271586969751,0.0860213589518661,0.7624,0.354838709677419,0.0381944444444444,0.227235438884331,0.0689655172413793
"13",5,23,668,0.950036075036075,0.987,0.466796916084808,0.0240385053076633,0.7192,0.185185185185185,0.0149700598802395,0.269010629599346,0.0277008310249307,0.52374368202387,0.0370123165725067,0.7224,0.290322580645161,0.0269461077844311,0.266611977030353,0.0493150684931507
"14",1,19,493,0.978484247234247,0.98,0.486137360576546,0.0259247754356655,0.7872,0.157894736842105,0.0182555780933063,0.198117069177241,0.0327272727272727,0.517538172484057,0.0355236249761806,0.7892,0.225806451612903,0.0283975659229209,0.196472518457752,0.0504504504504504
"15",4,18,547,0.954365079365079,0.989,0.500588582098409,0.0291946651554551,0.7684,0.214285714285714,0.0219378427787934,0.218903436988543,0.0398009950248756,0.54097422530366,0.0415242696499556,0.7708,0.290322580645161,0.0329067641681901,0.216981132075472,0.0591133004926108
"16",3,15,524,0.949946294307197,0.987,0.506283562533568,0.0220127386741797,0.778,0.228070175438596,0.0248091603053435,0.209169054441261,0.044750430292599,0.537924395988249,0.0314052306626746,0.78,0.290322580645161,0.0343511450381679,0.207547169811321,0.0614334470989761
"17",NA,NA,NA,0.89075006626027,0.894,0.508995100355206,0.0307862240096641,0.7992,0.189655172413793,0.0236051502145923,0.186322686322686,0.0419847328244275,0.538450342692318,0.0422335908323879,0.8008,0.241935483870968,0.0321888412017167,0.184987694831829,0.0568181818181818
"18",3,17,487,0.956705539358601,0.986,0.515509386037149,0.0321159631814352,0.7916,0.206896551724138,0.0246406570841889,0.194512694512695,0.0440366972477064,0.536138161898968,0.0402273547660705,0.7932,0.258064516129032,0.0328542094455852,0.193191140278917,0.058287795992714
"19",1,18,562,0.945833333333333,0.983,0.477734065881023,0.0266550527116747,0.7604,0.163636363636364,0.0160142348754448,0.226175869120654,0.0291734197730956,0.522595861229458,0.0377394232676265,0.7632,0.258064516129032,0.0284697508896797,0.223954060705496,0.0512820512820513
"20",3,18,499,0.956965488215488,0.983,0.478648252650091,0.033740381485706,0.7836,0.137931034482759,0.0160320641282565,0.201064701064701,0.0287253141831239,0.506615681812168,0.0427546577654758,0.7852,0.193548387096774,0.0240480961923848,0.199753896636587,0.0427807486631016
"21",NA,NA,NA,0.877551020408163,0.88,0.520660203940068,0.0312959093476906,0.802,0.218181818181818,0.0258620689655172,0.184867075664622,0.046242774566474,0.567589113234011,0.0467711366088537,0.8048,0.306451612903226,0.040948275862069,0.182526661197703,0.0722433460076046
"22",7,16,534,0.974164133738602,0.98,0.494606314940912,0.0271593569201944,0.7736,0.203703703703704,0.0205992509363296,0.213818479149632,0.0374149659863946,0.538569424964937,0.040317991571122,0.7768,0.306451612903226,0.0355805243445693,0.21123872026251,0.063758389261745
"23",NA,NA,NA,0.913563829787234,0.919,0.485758164727441,0.0267616574009744,0.7928,0.166666666666667,0.0209205020920502,0.191803278688525,0.0371747211895911,0.499454206250498,0.0332003717306857,0.7936,0.193548387096774,0.0251046025104603,0.191140278917145,0.0444444444444444
