TF	Target	EdgeWeight
G44	G1	0.01052598562091589
G67	G8	0.010525831952691078
G93	G34	0.010525573045015335
G67	G11	0.010525261983275414
G93	G21	0.010525126941502094
G67	G24	0.010525125078856945
G84	G46	0.010525070130825043
G1	G79	0.010525059886276722
G14	G27	0.010525032877922058
G44	G8	0.010524974204599857
G17	G93	0.01052477490156889
G62	G28	0.010524713434278965
G67	G75	0.010524609126150608
G67	G93	0.010524461045861244
G62	G57	0.010524123907089233
G67	G23	0.010523964650928974
G1	G82	0.010523446835577488
G14	G70	0.010522941127419472
G44	G33	0.010522386990487576
G84	G97	0.010522070340812206
G93	G50	0.010521910153329372
G17	G65	0.010521870106458664
G1	G6	0.010521803982555866
G56	G91	0.010521604679524899
G84	G56	0.010521532967686653
G93	G4	0.010521464049816132
G44	G75	0.010521043092012405
G44	G42	0.010521017014980316
G67	G80	0.010520952753722668
G84	G55	0.010520859621465206
G14	G67	0.010520690120756626
G84	G37	0.010520652867853642
G1	G43	0.010520500130951405
G56	G64	0.010519929230213165
G93	G31	0.010519416071474552
G1	G60	0.01051927451044321
G84	G66	0.010519261471927166
G1	G71	0.010519253090023994
G56	G63	0.010519085451960564
G44	G99	0.010518752969801426
G56	G97	0.010518603026866913
G17	G78	0.010518228635191917
G67	G78	0.01051771268248558
G62	G69	0.010517710819840431
G44	G34	0.010517540387809277
G56	G70	0.010517523624002934
G84	G89	0.010517357848584652
G62	G38	0.010517126880586147
G74	G72	0.010517039336264133
G93	G7	0.010516276583075523
G74	G98	0.010516203939914703
G74	G4	0.010515782982110977
G14	G12	0.01051567867398262
G17	G49	0.010515403002500534
G44	G76	0.010515285655856133
G84	G93	0.010514959692955017
G44	G22	0.010514800436794758
G67	G22	0.010514792054891586
G62	G94	0.010514636524021626
G93	G57	0.010514376685023308
G84	G95	0.01051426026970148
G67	G33	0.010514245368540287
G56	G36	0.010513406246900558
G93	G72	0.010513104498386383
G93	G44	0.010512948967516422
G44	G86	0.010512827895581722
G44	G0	0.010512813925743103
G14	G38	0.01051249261945486
G62	G33	0.01051248051226139
G44	G63	0.01051187701523304
G84	G13	0.010511779226362705
G56	G84	0.010511699132621288
G44	G88	0.010511479340493679
G67	G14	0.010511226952075958
G74	G25	0.01051101554185152
G1	G2	0.010511008091270924
G1	G61	0.010510985739529133
G67	G20	0.010510807856917381
G74	G37	0.010510030202567577
G84	G54	0.010509618557989597
G93	G90	0.010509379208087921
G93	G94	0.01050909236073494
G84	G99	0.010508906096220016
G1	G30	0.010508841834962368
G14	G76	0.010508779436349869
G1	G5	0.010508500039577484
G62	G46	0.010508419014513493
G67	G42	0.010508360341191292
G17	G56	0.010508149862289429
G1	G20	0.010508113540709019
G17	G90	0.010507754981517792
G67	G52	0.010507654398679733
G93	G28	0.010507645085453987
G56	G43	0.010507342405617237
G17	G91	0.010507234372198582
G17	G19	0.01050721388310194
G74	G15	0.01050667092204094
G44	G30	0.010506401769816875
G1	G22	0.010506205260753632
G67	G50	0.010506030172109604
G74	G32	0.010505945421755314
G67	G35	0.01050577498972416
G56	G42	0.010505665093660355
G93	G19	0.010505512356758118
G93	G77	0.01050545834004879
G1	G8	0.010504926554858685
G67	G86	0.010504912585020065
G93	G16	0.010504649952054024
G56	G76	0.010504238307476044
G44	G79	0.010503713972866535
G62	G2	0.010503608733415604
G1	G17	0.010503550060093403
G74	G45	0.01050341036170721
G44	G56	0.01050341036170721
G17	G5	0.01050306111574173
G1	G54	0.010502982884645462
G84	G67	0.010502836667001247
G14	G83	0.010502729564905167
G14	G94	0.010502473451197147
G56	G62	0.010502402670681477
G1	G76	0.01050238125026226
G1	G36	0.010502185672521591
G56	G82	0.010502069257199764
G67	G99	0.01050197146832943
G93	G42	0.010501747019588947
G62	G68	0.010501597076654434
G74	G87	0.010501482523977757
G56	G23	0.010501367039978504
G1	G87	0.01050127949565649
G1	G29	0.010501147247850895
G62	G12	0.010500846430659294
G44	G27	0.010500820353627205
G1	G98	0.010500599630177021
G56	G49	0.010499750263988972
G44	G38	0.01049924734979868
G93	G46	0.010498995892703533
G17	G7	0.01049888227134943
G14	G3	0.010498831048607826
G84	G8	0.01049875933676958
G14	G74	0.010498621501028538
G93	G0	0.01049861777573824
G67	G4	0.010498127900063992
G44	G84	0.010498019866645336
G93	G30	0.010497958399355412
G74	G33	0.010497904382646084
G56	G78	0.010497825220227242
G14	G9	0.01049768179655075
G67	G0	0.010497317649424076
G67	G60	0.010497217066586018
G14	G33	0.010497046634554863
G17	G88	0.010497019626200199
G44	G81	0.010496714152395725
G84	G64	0.010496622882783413
G67	G66	0.010496251285076141
G84	G10	0.010496184229850769
G74	G8	0.01049617026001215
G74	G23	0.010496043600142002
G93	G85	0.010495913214981556
G62	G16	0.010495887137949467
G67	G69	0.010495446622371674
G56	G1	0.010494635440409184
G93	G32	0.010494624264538288
G14	G44	0.010494600981473923
G62	G18	0.010493914596736431
G67	G91	0.010493764653801918
G17	G76	0.010493387468159199
G67	G54	0.010492737405002117
G14	G88	0.010492424480617046
G44	G48	0.0104924151673913
G62	G10	0.010492272675037384
G56	G51	0.010492202825844288
G93	G18	0.010492030531167984
G62	G5	0.010491976514458656
G56	G69	0.010491854511201382
G14	G28	0.010491641238331795
G62	G41	0.010491469874978065
G93	G62	0.010491042397916317
G44	G4	0.010491021908819675
G1	G27	0.01049061119556427
G93	G52	0.010490305721759796
G44	G28	0.0104902358725667
G74	G53	0.010490158572793007
G1	G90	0.010490144602954388
G62	G88	0.010489956475794315
G62	G93	0.010489244945347309
G62	G21	0.010488555766642094
G56	G25	0.01048843190073967
G74	G84	0.010488002561032772
G14	G40	0.01048794761300087
G93	G37	0.010487787425518036
G74	G41	0.010487666353583336
G67	G26	0.010487486608326435
G84	G12	0.010487392544746399
G62	G7	0.010487288236618042
G1	G25	0.010487278923392296
G44	G45	0.010487119667232037
G1	G70	0.010487009771168232
G56	G3	0.010486859828233719
G44	G85	0.010486851446330547
G74	G55	0.010486609302461147
G93	G48	0.010486569255590439
G62	G53	0.010486451908946037
G84	G24	0.010486303828656673
G1	G69	0.010486067272722721
G93	G26	0.010485988110303879
G44	G40	0.010485873557627201
G74	G75	0.010484844446182251
G44	G87	0.01048482209444046
G44	G54	0.010484686121344566
G93	G88	0.010484534315764904
G56	G37	0.010484513826668262
G62	G73	0.010484292171895504
G84	G61	0.010484272614121437
G44	G24	0.010484140366315842
G1	G97	0.010484088212251663
G44	G49	0.010484070517122746
G17	G37	0.010484025813639164
G1	G38	0.010484008118510246
G14	G25	0.01048324815928936
G93	G80	0.010482953861355782
G14	G37	0.010482893325388432
G74	G71	0.01048282440751791
G93	G23	0.01048234198242426
G17	G81	0.01048222091048956
G84	G5	0.010482032783329487
G56	G16	0.01048193871974945
G14	G29	0.010481650941073895
G17	G95	0.010481498204171658
G44	G74	0.010481356643140316
G84	G39	0.010480927303433418
G67	G58	0.010480820201337337
G1	G26	0.010480279102921486
G14	G75	0.010480156168341637
G1	G18	0.01047984417527914
G14	G11	0.010479617863893509
G44	G14	0.010479328222572803
G67	G5	0.010479316115379333
G56	G27	0.010479217395186424
G74	G92	0.010478844866156578
G74	G86	0.010478304699063301
G74	G35	0.010478261858224869
G62	G82	0.010478242300450802
G44	G15	0.010477743111550808
G17	G85	0.010476824827492237
G93	G87	0.010476822033524513
G44	G94	0.010476339608430862
G62	G89	0.01047623623162508
G44	G37	0.010475855320692062
G1	G66	0.0104757659137249
G1	G56	0.01047558430582285
G14	G61	0.010475531220436096
G84	G2	0.010475531220436096
G93	G91	0.01047543901950121
G62	G84	0.010475077666342258
G67	G72	0.010474891401827335
G84	G53	0.010474787093698978
G62	G4	0.010474548675119877
G56	G71	0.010474440641701221
G67	G48	0.010474251583218575
G14	G35	0.010474169626832008
G67	G79	0.01047387346625328
G93	G9	0.010473760776221752
G62	G29	0.010473674163222313
G84	G63	0.010473416186869144
G74	G6	0.010473395697772503
G17	G63	0.010473218746483326
G74	G54	0.0104726767167449
G1	G81	0.010472597554326057
G74	G65	0.010472405701875687
G67	G17	0.010471934452652931
G84	G31	0.010471834801137447
G1	G40	0.010471719317138195
G14	G15	0.010471442714333534
G67	G73	0.010471336543560028
G44	G31	0.010470150969922543
G14	G85	0.010470123030245304
G67	G51	0.010470082983374596
G17	G83	0.010469933040440083
G74	G51	0.010469714179635048
G56	G13	0.010469560511410236
G14	G90	0.010469499044120312
G62	G70	0.010469401255249977
G93	G15	0.010469294153153896
G74	G82	0.01046921219676733
G84	G48	0.010468760505318642
G14	G63	0.010468654334545135
G62	G76	0.010468420572578907
G74	G69	0.01046839915215969
G56	G29	0.010468377731740475
G14	G95	0.01046834234148264
G17	G86	0.01046795304864645
G56	G47	0.010467755608260632
G93	G92	0.010467574931681156
G14	G84	0.010467393323779106
G74	G46	0.010467302985489368
G1	G59	0.010467144660651684
G93	G79	0.010467094369232655
G44	G62	0.010467056185007095
G1	G21	0.010466917417943478
G62	G6	0.010466680862009525
G93	G10	0.010466606356203556
G17	G30	0.010466435924172401
G17	G92	0.01046630647033453
G62	G71	0.010466257110238075
G17	G47	0.010466177947819233
G14	G17	0.010466111823916435
G56	G60	0.010466102510690689
G67	G65	0.010466037318110466
G17	G38	0.01046584639698267
G84	G65	0.010465732775628567
G17	G73	0.01046545710414648
G14	G87	0.010465268976986408
G67	G25	0.010465258732438087
G1	G9	0.010465242899954319
G56	G21	0.010465235449373722
G44	G39	0.010465123690664768
G74	G64	0.010464604943990707
G14	G31	0.010464433580636978
G17	G97	0.010464418679475784
G44	G36	0.010464170016348362
G84	G60	0.010464114136993885
G93	G39	0.010463451966643333
G44	G29	0.010462727397680283
G93	G69	0.010462702251970768
G93	G33	0.010462201200425625
G1	G58	0.010462072677910328
G62	G42	0.010461986064910889
G67	G28	0.010461714118719101
G62	G17	0.010461552999913692
G84	G50	0.010461430065333843
G56	G17	0.010461395606398582
G93	G59	0.010461230762302876
G1	G0	0.010460792109370232
G74	G61	0.010460744611918926
G67	G44	0.010460710152983665
G1	G23	0.010460524819791317
G67	G6	0.0104605071246624
G17	G98	0.010460268706083298
G56	G59	0.010460184887051582
G1	G33	0.01046014204621315
G67	G76	0.010460112243890762
G17	G43	0.010459838435053825
G67	G32	0.01045976858586073
G17	G79	0.01045967172831297
G74	G88	0.010459665209054947
G17	G10	0.010459382086992264
G56	G14	0.010459382086992264
G14	G8	0.010459269396960735
G62	G45	0.010458869859576225
G74	G14	0.010458758100867271
G62	G85	0.010458501987159252
G44	G91	0.010458114556968212
G67	G92	0.010458112694323063
G1	G15	0.010457610711455345
G62	G90	0.010457397438585758
G14	G57	0.010457221418619156
G67	G37	0.010456910356879234
G17	G16	0.010456843301653862
G74	G11	0.010456813499331474
G84	G71	0.010456678457558155
G14	G26	0.01045665517449379
G74	G12	0.01045663096010685
G62	G44	0.01045659277588129
G44	G98	0.010456502437591553
G1	G51	0.010456210002303123
G17	G6	0.010456068441271782
G17	G48	0.010455953888595104
G1	G95	0.010455749928951263
G93	G38	0.01045545656234026
G62	G39	0.010454698465764523
G74	G73	0.010454483330249786
G93	G43	0.01045445166528225
G67	G41	0.010454447008669376
G84	G77	0.010454250499606133
G62	G75	0.01045401580631733
G14	G73	0.010453636758029461
G84	G14	0.01045356597751379
G74	G44	0.010453539900481701
G62	G1	0.010453419759869576
G56	G98	0.010453380644321442
G1	G35	0.010453125461935997
G67	G19	0.010452748276293278
G74	G58	0.01045270822942257
G74	G22	0.010452551767230034
G14	G5	0.010452487505972385
G17	G24	0.010452046059072018
G56	G11	0.010451815091073513
G84	G70	0.010451465845108032
G62	G80	0.010451420210301876
G74	G38	0.01045126561075449
G74	G78	0.010451124981045723
G62	G32	0.010451013222336769
G67	G74	0.010450907051563263
G62	G81	0.010450873523950577
G17	G58	0.010450785979628563
G17	G42	0.010450616478919983
G84	G41	0.010450588539242744
G56	G45	0.010450220666825771
G62	G24	0.010449875146150589
G44	G47	0.01044966746121645
G17	G53	0.01044914685189724
G56	G2	0.010449041612446308
G14	G50	0.010449020192027092
G93	G40	0.010448487475514412
G93	G89	0.010447589680552483
G56	G73	0.010447383858263493
G62	G30	0.010447381064295769
G74	G99	0.01044723205268383
G84	G22	0.010447103530168533
G74	G83	0.010446875356137753
G1	G88	0.010446857661008835
G56	G46	0.010446385480463505
G74	G80	0.010446261614561081
G17	G89	0.010446177795529366
G14	G45	0.010446107015013695
G67	G64	0.010445663705468178
G17	G74	0.01044527254998684
G17	G2	0.010444911196827888
G14	G0	0.010444356128573418
G44	G53	0.010443933308124542
G67	G9	0.010443806648254395
G74	G85	0.010443302802741528
G74	G91	0.01044292002916336
G1	G19	0.010442813858389854
G74	G1	0.010442634113132954
G84	G9	0.010442374274134636
G84	G75	0.010442283935844898
G67	G40	0.010442230850458145
G84	G35	0.010442198254168034
G1	G32	0.010441647842526436
G62	G87	0.010441537946462631
G56	G92	0.01044024433940649
G14	G22	0.01044017169624567
G44	G16	0.010440153069794178
G74	G10	0.010440083220601082
G44	G5	0.01043965294957161
G17	G84	0.010439624078571796
G93	G56	0.010439266450703144
G84	G74	0.0104392534121871
G74	G0	0.010439219884574413
G84	G6	0.010439149104058743
G1	G50	0.010438780300319195
G74	G42	0.010438771918416023
G1	G80	0.010438527911901474
G62	G3	0.010438468307256699
G84	G87	0.010437683202326298
G93	G84	0.010437405668199062
G62	G98	0.010437298566102982
G56	G74	0.01043701171875
G44	G64	0.010436850599944592
G17	G51	0.010436409153044224
G56	G9	0.010436249896883965
G84	G0	0.010435948148369789
G14	G10	0.01043590810149908
G84	G79	0.01043575257062912
G93	G54	0.010435630567371845
G1	G44	0.010435367003083229
G84	G19	0.010435291565954685
G14	G56	0.010435117408633232
G44	G82	0.010435090400278568
G84	G3	0.010434966534376144
G62	G25	0.010434894822537899
G56	G94	0.010434800758957863
G1	G78	0.010434773750603199
G84	G92	0.010434761643409729
G44	G17	0.01043473556637764
G74	G5	0.010434256866574287
G17	G46	0.010434100404381752
G93	G2	0.010434050112962723
G14	G34	0.010433927178382874
G14	G1	0.01043381541967392
G17	G94	0.010433565825223923
G67	G71	0.010433553718030453
G62	G74	0.010433446615934372
G14	G20	0.010432940907776356
G93	G22	0.01043285895138979
G1	G74	0.010432816110551357
G93	G96	0.010432741604745388
G14	G4	0.010432574898004532
G56	G20	0.010432461276650429
G17	G11	0.010432422161102295
G14	G98	0.010432199575006962
G14	G13	0.010431894101202488
G17	G31	0.01043182797729969
G62	G13	0.010431814938783646
G14	G93	0.010431583970785141
G56	G77	0.010431471280753613
G17	G22	0.010431023314595222
G17	G66	0.010430953465402126
G1	G49	0.010430589318275452
G56	G6	0.010430393740534782
G1	G57	0.010430343449115753
G62	G60	0.010430149734020233
G14	G55	0.010430024936795235
G1	G89	0.01042990293353796
G62	G35	0.010429590940475464
G93	G83	0.010429225862026215
G14	G30	0.010428434237837791
G74	G17	0.010428426787257195
G62	G19	0.010428178124129772
G62	G20	0.010428040288388729
G93	G1	0.01042790524661541
G67	G61	0.010427472181618214
G14	G65	0.010427267290651798
G67	G2	0.010426920838654041
G67	G27	0.010426467284560204
G44	G55	0.010426118969917297
G62	G43	0.010425892658531666
G84	G72	0.010425864718854427
G17	G69	0.010425325483083725
G74	G20	0.01042507030069828
G14	G41	0.010425069369375706
G62	G34	0.010425012558698654
G74	G28	0.010424374602735043
G84	G36	0.010424274019896984
G14	G18	0.010423730127513409
G17	G23	0.010423661209642887
G1	G45	0.010423542000353336
G14	G43	0.010423014871776104
G56	G85	0.010422998107969761
G1	G96	0.010422872379422188
G44	G9	0.010422768071293831
G56	G26	0.010422708466649055
G17	G77	0.01042253989726305
G62	G9	0.010422302410006523
G74	G93	0.010422049090266228
G44	G11	0.010421410202980042
G1	G91	0.010421358980238438
G67	G77	0.010421352460980415
G17	G25	0.010420911014080048
G84	G57	0.010420740582048893
G14	G69	0.01042071171104908
G14	G52	0.010420653969049454
G44	G71	0.01042061485350132
G44	G43	0.010420559905469418
G93	G82	0.010420462116599083
G84	G30	0.010420428588986397
G14	G68	0.010420319624245167
G44	G78	0.010420295409858227
G93	G67	0.01042013056576252
G84	G68	0.01042003184556961
G93	G35	0.010419939644634724
G56	G19	0.010419903323054314
G62	G61	0.010419551283121109
G17	G39	0.010419392958283424
G1	G4	0.010418766178190708
G84	G16	0.010418721474707127
G84	G96	0.010418718680739403
G56	G44	0.0104184215888381
G14	G91	0.010417329147458076
G17	G71	0.010417323559522629
G62	G67	0.0104172732681036
G1	G28	0.010417075827717781
G44	G52	0.010416972450911999
G74	G94	0.010416939854621887
G93	G98	0.010416506789624691
G74	G81	0.010416287928819656
G67	G59	0.010416107252240181
G56	G55	0.010415815748274326
G67	G82	0.010415607132017612
G17	G1	0.01041524950414896
G44	G21	0.010415066964924335
G93	G65	0.010414966382086277
G44	G80	0.010414942167699337
G67	G15	0.010414928197860718
G62	G56	0.010414564982056618
G67	G98	0.010414487682282925
G74	G30	0.010414404794573784
G1	G85	0.010414269752800465
G84	G32	0.010413502342998981
G67	G7	0.010413157753646374
G56	G89	0.010413113981485367
G17	G75	0.010412992909550667
G14	G39	0.010412691161036491
G1	G67	0.010412330739200115
G1	G47	0.010412253439426422
G67	G63	0.010412130504846573
G44	G50	0.010412040166556835
G56	G4	0.010411788709461689
G62	G58	0.01041177473962307
G62	G36	0.010411620140075684
G84	G98	0.01041161548346281
G62	G15	0.010411320254206657
G93	G61	0.010410766117274761
G93	G76	0.010410762391984463
G62	G79	0.010410657152533531
G84	G51	0.010410487651824951
G1	G12	0.010410439223051071
G84	G91	0.010410313494503498
G74	G24	0.010409915819764137
G56	G22	0.010409618727862835
G93	G8	0.01040929276496172
G62	G47	0.01040906272828579
G84	G52	0.010408851318061352
G67	G13	0.010408825241029263
G84	G76	0.010408497415482998
G1	G10	0.010408061556518078
G14	G16	0.010407787747681141
G56	G95	0.010407757014036179
G93	G20	0.010407622903585434
G17	G4	0.010407047346234322
G56	G81	0.010407027788460255
G84	G58	0.010406884364783764
G44	G51	0.010406570509076118
G74	G47	0.01040483359247446
G62	G50	0.010404661297798157
G93	G17	0.010404429398477077
G62	G8	0.010404210537672043
G67	G90	0.01040398608893156
G17	G80	0.010403880849480629
G93	G49	0.010403752326965332
G84	G88	0.010403712280094624
G14	G48	0.010403466410934925
G67	G49	0.010403243824839592
G67	G84	0.010403145104646683
G1	G31	0.010402912274003029
G44	G59	0.010402359068393707
G17	G34	0.010402279905974865
G74	G13	0.010402260348200798
G84	G18	0.010402153246104717
G44	G32	0.010401944629848003
G56	G10	0.010401667095720768
G84	G21	0.010401332750916481
G84	G23	0.010401175357401371
G74	G36	0.010401141829788685
G84	G29	0.010401071049273014
G14	G7	0.010400998406112194
G74	G56	0.010400817729532719
G14	G89	0.010400651022791862
G44	G93	0.010400569066405296
G1	G75	0.010400553233921528
G62	G37	0.01040051318705082
G62	G54	0.01040045078843832
G62	G78	0.010400361381471157
G17	G0	0.010400203987956047
G93	G29	0.010399761609733105
G67	G53	0.010399731807410717
G84	G34	0.010399525053799152
G1	G99	0.010399212129414082
G93	G51	0.01039912924170494
G56	G35	0.010398496873676777
G17	G27	0.010397816076874733
G44	G65	0.010397281497716904
G17	G87	0.01039696205407381
G62	G0	0.010396924801170826
G44	G13	0.010396461933851242
G44	G72	0.010396335273981094
G67	G39	0.010396255180239677
G84	G90	0.010396002791821957
G44	G69	0.01039593480527401
G62	G99	0.010395929217338562
G84	G94	0.010395542718470097
G56	G24	0.010395468212664127
G44	G57	0.01039497833698988
G44	G92	0.010394962504506111
G17	G52	0.010394805110991001
G17	G21	0.010394548997282982
G93	G45	0.010394511744379997
G44	G67	0.010393945500254631
G93	G36	0.01039392501115799
G93	G13	0.01039324514567852
G44	G60	0.010393155738711357
G67	G83	0.010393141768872738
G74	G9	0.010392884723842144
G56	G41	0.010392717085778713
G1	G72	0.010392364114522934
G74	G7	0.010392353869974613
G44	G26	0.010392352007329464
G67	G94	0.010392295196652412
G84	G73	0.010392243042588234
G14	G79	0.010392199270427227
G93	G81	0.01039207074791193
G93	G6	0.010392067953944206
G84	G78	0.010392037220299244
G56	G99	0.010391986928880215
G74	G67	0.01039102766662836
G17	G29	0.010390848852694035
G93	G25	0.010390695184469223
G74	G3	0.010390580631792545
G1	G94	0.010390548966825008
G74	G26	0.01039051916450262
G1	G46	0.010390453040599823
G67	G1	0.010390090756118298
G56	G50	0.010389897041022778
G74	G16	0.010389801114797592
G17	G45	0.010389172472059727
G67	G96	0.0103891147300601
G17	G15	0.010389029048383236
G56	G7	0.010388464666903019
G74	G39	0.01038824301213026
G17	G9	0.010388124734163284
G1	G83	0.010388072580099106
G93	G53	0.010387993417680264
G93	G71	0.010387961752712727
G67	G45	0.010387849994003773
G14	G78	0.010387304238975048
G44	G97	0.010387295857071877
G56	G40	0.010387255810201168
G44	G61	0.010386893525719643
G93	G68	0.010386773385107517
G56	G93	0.01038657408207655
G93	G97	0.010386547073721886
G74	G49	0.010386207140982151
G56	G80	0.010385945439338684
G67	G31	0.010384720750153065
G44	G58	0.010384716093540192
G93	G86	0.010384656488895416
G44	G7	0.010384651832282543
G62	G11	0.010384486056864262
G67	G70	0.010384192690253258
G1	G63	0.010384079068899155
G62	G96	0.01038403995335102
G93	G70	0.010383845306932926
G93	G99	0.010383674874901772
G56	G5	0.010383252054452896
G62	G65	0.01038318034261465
G84	G59	0.010382629930973053
G14	G23	0.010382221080362797
G62	G95	0.010381796397268772
G56	G48	0.01038157008588314
G62	G26	0.010381119325757027
G84	G62	0.010381031781435013
G84	G33	0.010381001979112625
G84	G42	0.010380782186985016
G84	G69	0.010380747728049755
G1	G86	0.010380654595792294
G1	G84	0.01038011908531189
G67	G89	0.010380047373473644
G1	G37	0.01037923526018858
G56	G58	0.010379074141383171
G84	G4	0.010379064828157425
G44	G66	0.01037844642996788
G62	G22	0.010377724654972553
G67	G43	0.010377402417361736
G67	G68	0.010377238504588604
G56	G86	0.010376986116170883
G93	G27	0.010376722551882267
G1	G68	0.010376634076237679
G67	G85	0.010376522317528725
G14	G92	0.010376476682722569
G93	G75	0.010375774465501308
G56	G87	0.010375697165727615
G17	G57	0.010375683195888996
G93	G60	0.010375522077083588
G14	G47	0.010375279933214188
G56	G72	0.010375079698860645
G93	G55	0.01037482637912035
G84	G44	0.01037478819489479
G62	G49	0.010374761186540127
G74	G50	0.010374760255217552
G56	G32	0.010374723002314568
G74	G77	0.010374695993959904
G93	G63	0.01037460658699274
G62	G86	0.010374585166573524
G67	G97	0.010373836383223534
G17	G41	0.010373638942837715
G56	G65	0.010373461991548538
G1	G42	0.010373156517744064
G17	G36	0.010373007506132126
G62	G66	0.010372868739068508
G56	G52	0.010372844524681568
G56	G15	0.010372715070843697
G56	G90	0.010372517630457878
G44	G73	0.010372158139944077
G67	G21	0.01037211436778307
G74	G40	0.010371990501880646
G17	G33	0.010371853597462177
G84	G38	0.010371841490268707
G17	G99	0.010371819138526917
G17	G61	0.010371589101850986
G74	G57	0.010370587930083275
G62	G72	0.010370253585278988
G62	G97	0.010370196774601936
G17	G13	0.010370098054409027
G62	G51	0.010370029136538506
G14	G59	0.01037001982331276
G93	G11	0.010369332507252693
G62	G59	0.01036896463483572
G14	G36	0.01036873459815979
G1	G55	0.01036837324500084
G14	G86	0.01036775205284357
G14	G97	0.010367467999458313
G14	G2	0.010366634465754032
G67	G62	0.010366525501012802
G56	G30	0.010366450063884258
G84	G47	0.010366151109337807
G67	G18	0.010366082191467285
G93	G78	0.010365786030888557
G74	G62	0.01036575622856617
G62	G64	0.010365612804889679
G17	G50	0.010365608148276806
G93	G41	0.010365555062890053
G84	G7	0.010365133173763752
G84	G85	0.010364741086959839
G74	G96	0.010364292189478874
G14	G80	0.01036426518112421
G67	G3	0.010364212095737457
G14	G72	0.010363790206611156
G44	G20	0.010363765992224216
G67	G12	0.010363494046032429
G93	G12	0.010363411158323288
G14	G46	0.010363406501710415
G44	G12	0.010363026522099972
G14	G53	0.010362961329519749
G14	G99	0.010362755507230759
G1	G3	0.010362580418586731
G17	G82	0.010362070985138416
G1	G62	0.010362016037106514
G62	G40	0.010361915454268456
G1	G41	0.01036147866398096
G17	G59	0.010361301712691784
G14	G51	0.010361121967434883
G93	G58	0.010360956192016602
G93	G24	0.010360686108469963
G74	G21	0.010360561311244965
G17	G68	0.010360431857407093
G44	G3	0.010360301472246647
G74	G18	0.010360075160861015
G1	G24	0.010359985753893852
G67	G46	0.010359670035541058
G1	G48	0.010359622538089752
G1	G34	0.010359450243413448
G17	G72	0.010359426960349083
G56	G12	0.010359411127865314
G1	G92	0.01035914197564125
G1	G39	0.01035910565406084
G84	G11	0.010358755476772785
G74	G31	0.010358515195548534
G56	G39	0.010358248837292194
G44	G35	0.010358016937971115
G56	G28	0.010357863269746304
G56	G38	0.010357796214520931
G17	G70	0.01035775151103735
G14	G62	0.010357700288295746
G44	G68	0.010357420891523361
G44	G70	0.010356996208429337
G14	G64	0.010356666520237923
G67	G10	0.010356519371271133
G14	G58	0.010356370359659195
G14	G49	0.01035635732114315
G14	G19	0.010355284437537193
G84	G83	0.010355271399021149
G44	G89	0.010355226695537567
G17	G64	0.010355029255151749
G67	G34	0.01035501528531313
G67	G56	0.010354907251894474
G84	G27	0.010354812256991863
G17	G55	0.010354779660701752
G1	G14	0.010354017838835716
G17	G60	0.010354011319577694
G56	G88	0.010353896766901016
G56	G31	0.010353757999837399
G44	G6	0.01035357266664505
G84	G1	0.010353046469390392
G67	G81	0.010352948680520058
G74	G89	0.010352752171456814
G56	G96	0.01035269908607006
G44	G90	0.01035264227539301
G67	G57	0.010352480225265026
G56	G33	0.010352457873523235
G14	G32	0.01035207137465477
G84	G49	0.010351357981562614
