"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"21",4,37,1758,0.990151515151515,0.9895,0.48004684847057,0.0253367127980231,0.8154,0.133333333333333,0.00910125142207053,0.176315789473684,0.0170394036208733,0.498658430379747,0.0302994784929764,0.8159,0.168,0.0119453924914676,0.175898734177215,0.0223048327137546
"22",3,34,1863,0.992669125465178,0.9895,0.500010329235371,0.0185111986278972,0.8065,0.189655172413793,0.011808910359635,0.186260623229462,0.022233451237999,0.533002126582279,0.0290808267470097,0.8074,0.248,0.0166398282340311,0.185518987341772,0.0311871227364185
"23",2,30,1691,0.984379878568475,0.9835,0.499161047120737,0.0102030069071013,0.8229,0.172131147540984,0.0124186871673566,0.169062563271917,0.0231660231660232,0.510608202531646,0.0138113622265549,0.8232,0.192,0.0141927853341218,0.168810126582278,0.026431718061674
"24",2,41,1737,0.980375044754744,0.9725,0.479610736066469,0.00797290416084351,0.8177,0.135593220338983,0.00921128382268279,0.174155029346286,0.0172506738544474,0.504189974683545,0.0127029684301663,0.8184,0.184,0.0132412204951065,0.173569620253165,0.0247046186895811
"25",3,62,1781,0.989247566194398,0.988,0.490286301418287,0.0102493656277763,0.8134,0.148760330578512,0.0101066816395284,0.178459358234639,0.0189274447949527,0.504276253164557,0.0140737280906129,0.8138,0.176,0.0123526108927569,0.178126582278481,0.0230849947534103
"26",4,59,1858,0.956892523050817,0.976,0.487517391363005,0.0132265569780631,0.8059,0.15702479338843,0.0102260495156082,0.186152444579411,0.0192016169782719,0.501872607594937,0.0171178952967501,0.8063,0.184,0.0123789020452099,0.185822784810127,0.0231971759959657
"27",3,57,1878,0.943614815009552,0.9785,0.484154356058225,0.0173198528910363,0.8038,0.15,0.00958466453674121,0.188259109311741,0.018018018018018,0.502577417721518,0.0256047479316224,0.8043,0.184,0.0122470713525027,0.187848101265823,0.0229655516724913
"28",3,31,1721,0.960955710955711,0.9925,0.515465180326451,0.016453713353455,0.8205,0.19672131147541,0.0139453805926787,0.17179591010326,0.0260444926749864,0.525042227848102,0.0198196741638932,0.8208,0.216,0.0156885531667635,0.171544303797468,0.0292524377031419
"29",2,43,1708,0.986755724538619,0.986,0.515945319179822,0.01994799878502,0.8219,0.203252032520325,0.0146370023419204,0.17039586919105,0.0273074822501365,0.523488810126583,0.0269290892891696,0.8221,0.216,0.015807962529274,0.170227848101266,0.0294599018003273
"30",3,36,1844,0.998157894736842,0.9965,0.487183737115041,0.0174675118129898,0.8073,0.151260504201681,0.00976138828633406,0.184799109401882,0.0183392766174223,0.50913417721519,0.0303861187470769,0.8079,0.192,0.0130151843817787,0.184303797468354,0.0243778567800914
"31",3,38,1863,0.989185938330675,0.9855,0.483327131875411,0.0172206904468906,0.8051,0.147540983606557,0.00966183574879227,0.186778700141729,0.0181360201511335,0.494401215189873,0.024621618423444,0.8054,0.168,0.0112721417069243,0.18653164556962,0.0211267605633803
"32",3,33,1690,0.983960849092428,0.979,0.514033151098536,0.023688627904342,0.8235,0.195121951219512,0.0142011834319527,0.168674698795181,0.0264754550468836,0.521413670886076,0.0265952222427424,0.8237,0.208,0.0153846153846154,0.168506329113924,0.0286501377410468
"33",3,45,1672,0.992434466118677,0.9885,0.483164921093953,0.00847165070161748,0.824,0.133333333333333,0.00956937799043062,0.167611336032389,0.0178571428571429,0.50120506329114,0.012509747035907,0.8245,0.168,0.0125598086124402,0.167189873417722,0.0233722871452421
"34",2,30,1732,0.955664516889007,0.9835,0.506827179493785,0.0111050016944784,0.8192,0.183333333333333,0.01270207852194,0.173076923076923,0.0237580993520518,0.522849620253165,0.0150034775251777,0.8197,0.216,0.0155889145496536,0.172658227848101,0.0290791599353796
"35",3,31,1788,0.991421052631579,0.9885,0.494816368126054,0.0185336013337404,0.8128,0.161290322580645,0.0111856823266219,0.179019846091535,0.0209205020920502,0.498828962025316,0.0253272603467424,0.8129,0.168,0.011744966442953,0.178936708860759,0.021955044432828
"36",4,33,1776,0.990927944862155,0.989,0.484183905166361,0.00862762256875893,0.8141,0.145299145299145,0.00957207207207207,0.177982394009916,0.0179609086106709,0.513874632911392,0.0144012240836162,0.8149,0.2,0.0140765765765766,0.177316455696203,0.0263019463440295
"37",3,34,1758,0.994290225125751,0.9935,0.472886897504269,0.0199993436769649,0.8151,0.117647058823529,0.00796359499431172,0.17650035421516,0.014917421417155,0.496014177215189,0.0287889575462025,0.8157,0.16,0.0113765642775882,0.176,0.0212426978226235
"38",2,36,1898,0.950931818181818,0.983,0.489653857689746,0.00977484335545564,0.8022,0.166666666666667,0.0105374077976818,0.190080971659919,0.0198216055500496,0.508331746835442,0.01453051620812,0.8027,0.2,0.0131717597471022,0.189670886075949,0.0247157686604053
"39",3,30,1761,0.969219696969697,0.9935,0.492767008481026,0.0361045860462312,0.8156,0.151260504201681,0.010221465076661,0.176399149883615,0.0191489361702128,0.515581164556963,0.0542954640463422,0.8162,0.192,0.0136286201022147,0.175898734177215,0.0254506892895016
"40",4,33,1781,0.992327067669173,0.9895,0.497439848730398,0.0104828423570612,0.8138,0.159663865546218,0.0106681639528355,0.178322032182977,0.02,0.518163848101267,0.015667221871539,0.8144,0.2,0.0140370578326783,0.177822784810127,0.0262329485834208
"41",3,39,1776,0.989263444158181,0.9865,0.478460941839701,0.00821854539819555,0.8136,0.133333333333333,0.00900900900900901,0.178137651821862,0.0168776371308017,0.497826430379748,0.0127387833460457,0.8141,0.168,0.0118243243243243,0.177721518987342,0.0220936349289847
"42",4,32,1883,0.993774741340531,0.991,0.488093461365203,0.0223531307754895,0.8035,0.152542372881356,0.00955921402018056,0.188726978344465,0.0179910044977511,0.514586329113925,0.0362795234338367,0.8042,0.2,0.0132766861391397,0.188151898734177,0.0249003984063745
"43",2,30,1722,0.986788999588043,0.9825,0.496633293546793,0.0267846813057316,0.8197,0.159663865546218,0.0110336817653891,0.172350976621799,0.0206409560021727,0.518019240506328,0.0355300683133204,0.8203,0.2,0.0145180023228804,0.171848101265823,0.0270709258256632
"44",3,29,1622,0.97866081871345,0.9735,0.500603029535556,0.0226376091438297,0.8296,0.158333333333333,0.0117139334155364,0.162246963562753,0.0218140068886338,0.517279189873417,0.0308352262972014,0.8301,0.192,0.0147965474722565,0.161822784810127,0.0274756725815684
"45",3,34,1905,0.946510560146924,0.992,0.46942560093191,0.0157820810006321,0.801,0.130434782608696,0.0078740157480315,0.191198786039454,0.0148514851485149,0.500281518987341,0.0296664353584062,0.802,0.2,0.0131233595800525,0.190379746835443,0.0246305418719212
"46",3,54,1741,0.955195707070707,0.9875,0.494219935077153,0.0104017518983065,0.8177,0.152542372881356,0.0103388856978748,0.174357417526816,0.0193652501344809,0.519053772151899,0.0155409636459307,0.8184,0.2,0.0143595634692705,0.173772151898734,0.0267952840300107
