"AUC","Node","Percent"
"0.991961050724638","x8","13"
"0.999924516908213","x8","13"
"0.999471618357488","x8","13"
"0.999320652173913","x8","13"
"0.999981129227053","x8","13"
"1","x8","13"
"0.968768870772947","x8","13"
"0.999679196859903","x8","14"
"0.996490036231884","x8","14"
"0.96844806763285","x8","14"
"0.997584541062802","x8","14"
"1","x8","14"
"0.999849033816425","x8","14"
"0.999320652173913","x8","14"
"0.999981129227053","x8","14"
"1","x8","14"
"0.969127415458937","x8","14"
"1","x8","15"
"0.995187952898551","x8","15"
"0.979827143719807","x8","15"
"0.992583786231884","x8","15"
"1","x8","15"
"0.999849033816425","x8","15"
"0.999320652173913","x8","15"
"0.999943387681159","x8","15"
"1","x8","15"
"0.986545138888889","x8","15"
"1","x8","16"
"0.995584239130435","x8","16"
"0.969863375603865","x8","16"
"0.992508303140097","x8","16"
"1","x8","16"
"0.999811292270531","x8","16"
"0.999320652173913","x8","16"
"0.999943387681159","x8","16"
"1","x8","16"
"0.98599788647343","x8","16"
"1","x8","17"
"0.995905042270531","x8","17"
"0.965485356280193","x8","17"
"0.993885869565217","x8","17"
"1","x8","17"
"0.999773550724638","x8","17"
"0.999320652173913","x8","17"
"0.999943387681159","x8","17"
"1","x8","17"
"0.996471165458937","x8","17"
"1","x8","18"
"0.996169233091787","x8","18"
"0.971825935990338","x8","18"
"0.993716032608696","x8","18"
"1","x8","18"
"1","x8","18"
"0.999320652173913","x8","18"
"1","x8","18"
"1","x8","18"
"0.993102732487923","x8","18"
"1","x8","19"
"0.996169233091787","x8","19"
"0.984129679951691","x8","19"
"0.993904740338164","x8","19"
"1","x8","19"
"1","x8","19"
"1","x8","19"
"0.999943387681159","x8","19"
"1","x8","19"
"0.993140474033816","x8","19"
"1","x8","20"
"0.996131491545894","x8","20"
"0.983120093599034","x8","20"
"0.994017964975845","x8","20"
"1","x8","20"
"1","x8","20"
"1","x8","20"
"0.999943387681159","x8","20"
"1","x8","20"
"0.996037137681159","x8","20"
"1","x8","21"
"1","x8","21"
"0.983157835144927","x8","21"
"0.99416893115942","x8","21"
"1","x8","21"
"1","x8","21"
"1","x8","21"
"1","x8","21"
"1","x8","21"
"0.996037137681159","x8","21"
"1","x8","22"
"1","x8","22"
"0.98311065821256","x8","22"
"0.994017964975845","x8","22"
"1","x8","22"
"1","x8","22"
"1","x8","22"
"1","x8","22"
"1","x8","22"
"0.992121452294686","x8","22"
"1","x8","23"
"1","x8","23"
"0.985431763285024","x8","23"
"0.994319897342995","x8","23"
"1","x8","23"
"1","x8","23"
"1","x8","23"
"1","x8","23"
"1","x8","23"
"1","x8","23"
"1","x8","24"
"1","x8","24"
"0.985148701690821","x8","24"
"0.999981129227053","x8","24"
"1","x8","24"
"1","x8","24"
"1","x8","24"
"1","x8","24"
"1","x8","24"
"1","x8","24"
"1","x8","25"
"1","x8","25"
"0.984742980072464","x8","25"
"0.997471316425121","x8","25"
"1","x8","25"
"1","x8","25"
"1","x8","25"
"1","x8","25"
"1","x8","25"
"1","x8","25"
"1","x8","26"
"1","x8","26"
"0.988828502415459","x8","26"
"0.997509057971015","x8","26"
"1","x8","26"
"1","x8","26"
"1","x8","26"
"1","x8","26"
"1","x8","26"
"1","x8","26"
"1","x8","27"
"1","x8","27"
"0.988828502415459","x8","27"
"0.998792270531401","x8","27"
"1","x8","27"
"1","x8","27"
"1","x8","27"
"1","x8","27"
"1","x8","27"
"1","x8","27"
"1","x8","28"
"1","x8","28"
"0.997339221014493","x8","28"
"0.998792270531401","x8","28"
"1","x8","28"
"1","x8","28"
"1","x8","28"
"1","x8","28"
"1","x8","28"
"1","x8","28"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","29"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
"1","x8","30"
